brand,currency,min_price,rating,five_star_scale_rating,ratings_count,condition_label,condition_description,seller_note,processor,screen_size_inches,manufacturer_color,color,hard_drive_size,hard_drive_size_unit,ram_size,ram_size_unit,ssd_size,ssd_size_unit,gpu_type,processor_speed,processor_speed_unit,laptop_type,release_year,display_width,display_height,model,os,features,country_of_manufacturer,storage_type
auo,$,50.58,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
www.tag1000diver.com,$,79.99,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,quartz_or_automatic,,other,other,,,,,,,unknown,,unknown,unknown,,,,980007,unknown,,unknown,unknown
unknown,$,322.81,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
simpletek,$,2331.02,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,inter_core_i7_8550u,14.0,other,other,,unknown,,,960.0,gigabytes,intel,1.8,GHz,laptop,,,,w14x,windows,"touchid,10/100lancard,shockproof,bluetooth,webcamintegrated,wi-fi",unknown,ssd
asus,$,159.0,,,,open_box,"An item in excellent, new condition with no wear.
    The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed.
    The item includes original accessories and may be a factory second.","“open box, included: unit with keyboard, wall charger, micro usb, manual and original box”",intel_atom_quad_core,10.1,other,blue,64.0,gigabytes,4.0,gigabytes,64.0,gigabytes,unknown,1.46,GHz,laptop,2015,1920,1200,asus_transformer_book,windows,"bluetooth,built-inmicrophone,built-inwebcam,convertible2-in-1laptop/tablet,stylus,touchscreen,widescreendisplay,wi-fi",unknown,emmc
apple,$,99.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Laptop has been cleared and ready for use.  See pictures. Laptop is sold as laptop only with no ...  Read moreabout the seller notes“Laptop has been cleared and ready for use.  See pictures. Laptop is sold as laptop only with no accessories or chargers included.” Read Lessabout the seller notes,intel_core_i5_4th_gen,13.0,other,other,,,4.0,gigabytes,128.0,gigabytes,unknown,,unknown,unknown,,,,air,unknown,,unknown,ssd
hannstar,$,109.02,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
intel,$,283.94,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“This item has been harvested from a working environment. It may have some signs of cosmetic wear, ...  Read moreabout the seller notes“This item has been harvested from a working environment. It may have some signs of cosmetic wear, but it has been tested by our professional staff to be fully operational and functioning as intended.” Read Lessabout the seller notes",i7_6500u,15.6,other,black,,,16.0,gigabytes,256.0,gigabytes,amd,2.5,GHz,unknown,,1920,1080,hp_zbook_15u_g3,windows,"backlitkeyboard,bluetooth,built-inmicrophone,built-inwebcam,wi-fi",unknown,other
gateway,$,139.99,,,,no_label,No description,,intel_pentium,15.6,other,black,128.0,gigabytes,4.0,gigabytes,128.0,gigabytes,intel,1.1,GHz,laptop,,1366,768,samsung_chromebook,chrome,"touchscreen,built-inwebcam,bluetooth,built-inmicrophone",unknown,emmc
lenovo,$,340.21,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_duo_t2300,14.0,other,other,,unknown,,,960.0,gigabytes,intel,1.5,GHz,laptop,,1280,720,t60,windows,"10/100lancard,wi-fi,bluetooth",unknown,unknown
auo,$,55.02,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,278.71,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
acer,$,75.92,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“See Description For Item Grade”,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,333.83,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,26.22,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,244.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Pre-owned Condition | 100% Factory Reset | Tested by In-house Certified Technician | Professionally ...  Read moreabout the seller notes“Pre-owned Condition | 100% Factory Reset | Tested by In-house Certified Technician | Professionally Maintained | Well Packaged (brown box) | Actual Photos | OEM AC Adapter | Genuine Windows License. Minor scratches on bottom cover. NO OS (Requires Windows 11 ARM).” Read Lessabout the seller notes,qualcomm_snapdragon_8cx_gen_2,14.0,other,other,,,8.0,gigabytes,,,unknown,,unknown,laptop,,1920,1080,inspiron_3420,unknown,"wi-fi,foreignkeyboard",unknown,ssd
unknown,$,488.59,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,black,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,384.4,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,other,,unknown,,,480.0,gigabytes,intel,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
gateway,$,362.5,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_core_i7_12th_gen,14.1,other,black,512.0,gigabytes,8.0,gigabytes,512.0,gigabytes,intel,2.8,GHz,laptop,2022,1920,1080,gwtc71427bk,windows,touchscreen,unknown,ssd
dell,$,119.9,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“Notebooks are previously used and have sign of use ( might possess some scratches on the lid and ...  Read moreabout the seller notes“Notebooks are previously used and have sign of use ( might possess some scratches on the lid and around cases). LCD's are free of any blemishes. Keyboard and touchpad possess minimal sign of use. Battery briefly tested and hold charge, but we cannot give you any guaranty how long it will last. Therefore, please assume battery needs to be replaced soon.” Read Lessabout the seller notes",,14.1,other,black,,,,,,,unknown,,unknown,laptop,,,,e5400,windows,,unknown,hdd
hp,$,89.95,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“Used in good working condition. May have scratches, scuffs and general signs of use.”",intel_core_m3_7th_gen,11.6,other,gray,,,8.0,gigabytes,128.0,gigabytes,intel,1.0,GHz,laptop,,,,hp_probook,windows,"convertible2-in-1laptop/tablet,touchscreen",unknown,ssd
dell,$,464.47,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,other,,unknown,,,960.0,gigabytes,intel,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
unknown,$,827.17,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,black,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
sgin,$,159.0,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_celeron_n,15.6,other,silver,128.0,gigabytes,4.0,gigabytes,128.0,gigabytes,unknown,2.8,GHz,laptop,,1920,1080,sgin_m15,chrome,"bluetooth,built-inmicrophone,built-inwebcam,wi-fi",unknown,ssd
unknown,$,21.7,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“GRADO------- B ---------prima di acquistare leggere attentamente classificazione,caratteristiche ...  Read moreabout the seller notes“GRADO------- B ---------prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistandogli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato” Read Lessabout the seller notes",,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,75.95,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
hp,$,100.0,4_5_out_of_5_stars,4.5,4,no_label,No description,,intel_celeron,14.0,other,white,4.0,gigabytes,4.0,gigabytes,32.0,gigabytes,intel,1.1,GHz,laptop,2019,1366,768,hp_chromebook,chrome,"touchscreen,built-inwebcam,wi-fi",unknown,emmc
dell,$,396.24,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,other,,unknown,,,120.0,gigabytes,intel,2.8,GHz,laptop,,,,e7270,windows,"10/100lancard,webcamintegrated,wi-fi,touchscreen,bluetooth",unknown,unknown
dell,$,179.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i7_7th_gen,15.6,other,black,,,8.0,gigabytes,256.0,gigabytes,intel,2.8,GHz,laptop,,1920,1080,dell_latitude_5580,windows,"backlitkeyboard,bluetooth,built-inmicrophone,built-inwebcam,wi-fi",unknown,ssd
unknown,$,105.0,,,,no_label,No description,,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,467.49,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,other,,unknown,,,960.0,gigabytes,nvidia,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
innolux,$,59.53,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
samsung,$,29.85,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Works great 100%”,intel,11.6,other,other,16.0,gigabytes,4.0,gigabytes,16.0,gigabytes,unknown,,unknown,unknown,,,,samsung_chromebook_3,chrome,,unknown,emmc
unknown,$,58.98,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
hp,$,399.0,5_out_of_5_stars,5.0,1,no_label,No description,,intel_core_i5_12th_gen,15.6,other,silver,,,12.0,gigabytes,512.0,gigabytes,intel,3.3,GHz,laptop,,1920,1080,hp_pavilion_15,windows,"touchscreen,bluetooth,backlitkeyboard",unknown,ssd
sgin,$,159.0,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_celeron_n,15.6,other,silver,128.0,gigabytes,4.0,gigabytes,128.0,gigabytes,intel,1.1,GHz,laptop,2023,1366,768,sginm15,windows,"bluetooth,built-inwebcam,built-inmicrophone",unknown,hdd_or_ssd
simpletek,$,2148.37,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,inter_core_i7_8550u,14.0,other,other,,unknown,,,240.0,gigabytes,intel,1.5,GHz,laptop,,,,w14x,windows,"touchid,10/100lancard,shockproof,bluetooth,webcamintegrated,wi-fi",unknown,ssd
dell,$,399.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“VERY GOOD CONDITIONS “Good working Dell Rugged laptop - wear marks from normal use - there are some ...  Read moreabout the seller notes“VERY GOOD CONDITIONS “Good working Dell Rugged laptop - wear marks from normal use - there are some minor wear marks on the touchpad and palmiest in the form of shiny spots in the plastic” Read Lessabout the seller notes,intel_core_i5_8th_gen,14.0,other,black,512.0,gigabytes,32.0,gigabytes,512.0,gigabytes,intel,1.7,GHz,laptop,,1920,1080,14,other,"backlitkeyboard,bluetooth,built-inwebcam,rugged,touchscreen,wi-fi",unknown,ssd
dell,$,509.88,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,15.0,other,other,,unknown,,,240.0,gigabytes,amd,2.0,GHz,laptop,,1280,720,e6540,windows,"webcamintegrated,wi-fi,playersd,bluetooth",unknown,unknown
unknown,$,20.48,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,75.95,,,,no_label,No description,,,,other,black,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
toshiba,$,109.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Lightly used laptop. The laptop has been factory reset and is ready to go out of the box. The ...  Read moreabout the seller notes“Lightly used laptop. The laptop has been factory reset and is ready to go out of the box. The battery is used original but is guaranteed to hold a good charge. Comes with power adapter.” Read Lessabout the seller notes,intel_core_i5_4th_gen,14.0,other,other,,,8.0,gigabytes,256.0,gigabytes,unknown,,unknown,laptop,,,,toshiba_tecra,windows,,unknown,ssd
unknown,$,85.71,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,114.53,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,2506.45,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
unknown,$,45.27,,,,no_label,No description,,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,410.0,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_atom_single_core,14.0,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,149.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“All ports, connectivity, display, and drive fully tested and fully functional. The screen is in ...  Read moreabout the seller notes“All ports, connectivity, display, and drive fully tested and fully functional. The screen is in good condition. The body of the laptop is also in good condition, but has some minor markings that can be seen in the images. (8/10 cosmetics). Battery holds a charge and works, but runtime varies by use case and is not guaranteed. Includes an OEM charger.” Read Lessabout the seller notes",intel_core_i3_10th_gen,14.0,black,black,500.0,gigabytes,8.0,gigabytes,128.0,gigabytes,intel,2.1,GHz,laptop,2021,1920,1080,lenovo_thinkpad_e14_2nd_gen,windows,"bluetooth,built-inmicrophone,built-inwebcam,multi-touchtrackpad,widescreendisplay,wi-fi",china,hdd_or_ssd
unknown,$,340.01,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,463.36,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,other,,unknown,,,480.0,gigabytes,intel,2.3,GHz,laptop,,,,e7270,windows,"webcamintegrated,wi-fi,touchscreen,bluetooth",unknown,ssd
lenovo,$,465.4,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,12.0,other,other,,unknown,,,240.0,gigabytes,intel,1.5,GHz,laptop,,1280,720,x240,windows,"touchid,10/100lancard,bluetooth,doublebattery,webcamintegrated,wi-fi",unknown,ssd
fujitsu_siemens,$,421.89,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_4th_generation,13.0,other,other,,unknown,,,480.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e734,windows,"10/100lancard,webcamintegrated,wi-fi,bluetooth",unknown,ssd
dell,$,288.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“The laptop is overall in good working condition. Internal components are fully verified and ...  Read moreabout the seller notes“The laptop is overall in good working condition. Internal components are fully verified and certified by our Dell Laptop Technicians!” Read Lessabout the seller notes,core_i7,12.5,other,other,,,,,512.0,gigabytes,intel,2.8,GHz,laptop,,,,dell_latitude_7280,windows,"touchscreen,widescreendisplay,wi-fi",unknown,ssd
hp,$,379.9,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.","“This Refurbished Laptop has been fully tested. The included Drive has been tested, wiped, and ...  Read moreabout the seller notes“This Refurbished Laptop has been fully tested. The included Drive has been tested, wiped, and reloaded with a fresh install of Windows. All ports are undamaged and free of any known defects. The exterior surfaces may contain evidence of previous use. This can include cosmetic blemishes such as scratches/ scuffs and other surface imperfections. The display is free of dead pixels, cracks, and white spots however may contain scratches that are not visible while the unit is powered on and will not limit visibility. All keys/ buttons press properly and function as intended. The battery has been tested and passed diagnostics. The R2 Grade for this unit is C5/ F6. AC adapter included.” Read Lessabout the seller notes",amd_ryzen_5,15.6,other,gray,,,8.0,gigabytes,256.0,gigabytes,unknown,4.0,GHz,laptop,,1920,1080,hp_envy_x360,windows,"built-inwebcam,built-inmicrophone,convertible2-in-1laptop/tablet,touchscreen",unknown,ssd
unknown,$,158.57,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,other,,unknown,other,,,,,unknown,,unknown,unknown
dell,$,324.8,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_5th_generation,14.0,other,black,,unknown,,,240.0,gigabytes,intel,2.7,GHz,laptop,,1280,720,e7450,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
unknown,$,164.41,,,,no_label,No description,,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,547.62,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,black,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,319.0,5_out_of_5_stars,5.0,4,no_label,No description,,intel_core_i5_8th_gen,12.3,silver,silver,,,8.0,gigabytes,256.0,gigabytes,intel,1.6,GHz,laptop,2019,1920,1080,latitude_7200,windows,"touchscreen,bluetooth,built-inwebcam,backlitkeyboard,built-inmicrophone",unknown,ssd
dell,$,199.0,,,,very_good_refurbished,"The item shows minimal wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to very good condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.",“Includes Dell AC Adapter.”,intel_core_i7_8th_gen,14.0,other,black,256.0,gigabytes,16.0,gigabytes,256.0,gigabytes,intel,1.9,GHz,laptop,,1920,1080,dell_latitude_5400,windows,"bluetooth,built-inmicrophone,built-inwebcam,wi-fi",unknown,ssd
samsung,$,89.95,5_out_of_5_stars,5.0,3,no_label,No description,,qualcomm_snapdragon_7c_gen_2,14.0,silver,silver,,,4.0,gigabytes,128.0,gigabytes,other,2.55,GHz,laptop,2021,,,samsung_galaxy_book_go,windows,"bluetooth,wi-fi,built-inmicrophone",unknown,other
lenovo,$,338.75,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_core_i3_11th_gen,15.6,other,gray,,,8.0,gigabytes,256.0,gigabytes,intel,,unknown,laptop,2023,1920,1080,ideapad_3,windows,"touchscreen,built-inwebcam,wi-fi,built-inmicrophone",unknown,ssd
acer,$,91.11,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,229.99,,,,for_parts_or_not_working,"An item that does not function as intended and is not fully operational.
    This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components.",,intel_core_i5_8th_gen,13.3,other,black,,,4.0,gigabytes,,,other,1.6,GHz,unknown,,1920,1080,lenovo_thinkpad_l380,unknown,,unknown,ssd
dell,$,580.46,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,intel_core_i5_6th_generation,12.0,other,other,,unknown,,,480.0,gigabytes,intel,2.8,GHz,laptop,,,,e7270,windows,"touchscreen,10/100lancard,bluetooth,backlitkeyboard,webcamintegrated,wi-fi",unknown,unknown
lenovo,$,394.01,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_3rd_generation,14.0,other,other,,unknown,,,120.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,l430,windows,"10/100lancard,wi-fi,bluetooth",unknown,ssd
dell,$,350.22,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_5th_generation,14.0,other,black,,unknown,,,240.0,gigabytes,intel,,unknown,laptop,,1280,720,e7450,windows,,unknown,unknown
dell,$,339.0,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_core_i3_12th_gen,15.6,other,black,512.0,gigabytes,8.0,gigabytes,512.0,gigabytes,unknown,,unknown,laptop,,1920,1080,dell_inspiron_15_3520,windows,,unknown,ssd
toshiba,$,69.42,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,150.75,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,370.43,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,10.0,other,other,,unknown,,,120.0,gigabytes,intel,,unknown,tablet,,,,11_pro_7130,windows,webcamintegrated,unknown,unknown
unbranded,$,45.58,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
hp,$,99.99,5_out_of_5_stars,5.0,50,open_box,"An item in excellent, new condition with no wear.
    The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed.
    The item includes original accessories and may be a factory second.","“An item in excellent, new condition with no wear. Product in the original packaging but not sealed. ...  Read moreabout the seller notes“An item in excellent, new condition with no wear. Product in the original packaging but not sealed. The item includes original accessories.” Read Lessabout the seller notes",amd_a4_9120c,14.0,other,blue,32.0,gigabytes,4.0,gigabytes,32.0,gigabytes,amd,2.4,GHz,laptop,2019,1366,768,hp_chromebook,chrome,"bluetooth,built-inwebcam,wi-fi,built-inmicrophone",china,emmc
